Key,Comment,Japanese,Japanese,English
,,,,
Erena.Debauchery1-111,監督,「これでとどめだっ！イケっ！」,「これでとどめだっ！イケっ！」,"That's the coup de grace! Come on!"""
,Erena debauchery1-12,,,
Erena.Debauchery1-112,エレナ,「ひっぎゅううううっ♥♥！イクッ♥！イクウウウウウッッッ♥！」,「ひっぎゅううううっ♥♥！イクッ♥！イクウウウウウッッッ♥！」,I'm cumming! I'm cumming! I'm cumming!
,,,,
Erena.Debauchery1-113,,エレナが激しく潮を吹くと同時に、膣内に精液が流し込まれる,エレナが激しく潮を吹くと同時に、膣内に精液が流し込まれる,Erena squirts violently and at the same time semen is poured into her vagina
,,,,
Erena.Debauchery1-114,エレナ,「お゛っ♥…お゛っ♥……」,「お゛っ♥…お゛っ♥……」,"Oooh...oooh...oooh........."""
,,,,
Erena.Debauchery1-115,監督,「いやあ、柄にもなく搾り取られちゃったよ」,「いやあ、柄にもなく搾り取られちゃったよ」,"Oh no, I've been squeezed out of character."""
,Erena debauchery1-13,,,
Erena.Debauchery1-116,,ちゅぽんという音と共にチンポが引き抜かれる,ちゅぽんという音と共にチンポが引き抜かれる,"The cock is pulled out with a ""chomp"" sound."
,,,,
Erena.Debauchery1-117,エレナ,「ひあ゛っ…♥、お゛っ♥」,「ひあ゛っ…♥、お゛っ♥」,"""Hia...♥, ooh..."""
,,,,
Erena.Debauchery1-118,監督,「エレナちゃん、やはり君は天才だ！この娘をしばらく借りていいですかな？私ならNo1女優に育ててみせます！」,「エレナちゃん、やはり君は天才だ！この娘をしばらく借りていいですかな？私ならNo1女優に育ててみせます！」,"Erena, you are a genius after all! chairman, may I borrow this girl for a while? I would raise her to be a No. 1 actress!"""
,,,,
Erena.Debauchery1-119,触手怪人,「ええ、問題ないですよ。私もエレナ君の輝く姿が見て見たくなりました」,「ええ、問題ないですよ。私もエレナ君の輝く姿が見て見たくなりました」,"Yes, it's no problem. I, too, wanted to see Erena shine."""
,,,,
Erena.Debauchery1-120,監督,「そういうことでエレナちゃん！明日から沢山撮影だ！最高のAVを撮影しよう！」,「そういうことでエレナちゃん！明日から沢山撮影だ！最高のAVを撮影しよう！」,"That's what I'm talking about, Erena! We're going to shoot a lot tomorrow! Let's shoot the best porn we can!"""
,,,,
Erena.Debauchery1-121,エレナ,「お゛っ♥、はっ…？はひっ♥？」,「お゛っ♥、はっ…？はひっ♥？」,"""OHHHHH...? Hahi♥?"""
,,,,
Erena Debauchery Scene２,注釈,淫乱化シーン　エレナのAV女優デビュー,淫乱化シーン　エレナのAV女優デビュー,淫乱化シーン　エレナのAV女優デビュー
Erena.Debauchery2-1,暗転,街のとあるビルの一室にて,街のとあるビルの一室にて,In a room of a building in the city
,Erena debauchery2ｰ1,,,
Erena.Debauchery2-2,監督,「エレナちゃん準備はいいかな？そろそろ撮影を始めるよ」,「エレナちゃん準備はいいかな？そろそろ撮影を始めるよ」,"Erena, are you ready? We're about to start filming."""
,,,,
Erena.Debauchery2-3,エレナ,「はいっ♥、エレナのおマンコ準備万端ですっ♥！」,「はいっ♥、エレナのおマンコ準備万端ですっ♥！」,"Yes, Erena's pussy is all ready!"
,,,,
Erena.Debauchery2-4,エレナ,「いっぱい水飲んできたのでっ♥、沢山お潮吹く準備もできてます！」,「いっぱい水飲んできたのでっ♥、沢山お潮吹く準備もできてます！」,"I've been drinking lots of water and I'm ready to blow lots of tide!"""
,,,,
Erena.Debauchery2-5,監督,「うむ、流石優秀なエレナちゃんだ」,「うむ、流石優秀なエレナちゃんだ」,"""Well, that's the brilliant Erena."""
,,,,
Erena.Debauchery2-6,監督,「今日の撮影は記念すべき10本目だからね、私も気合を入れて準備してきたよ」,「今日の撮影は記念すべき10本目だからね、私も気合を入れて準備してきたよ」,"Today's shoot is a memorable 10th one, and I've been getting ready for it with a lot of gusto."""
,,,,
Erena.Debauchery2-7,監督,「撮影するタイトルは“デカ乳メス牛お嬢様エレナちゃんVS種付けおじさん～地獄のセックス100人組手～”だ！」,「撮影するタイトルは“デカ乳メス牛お嬢様エレナちゃんVS種付けおじさん～地獄のセックス100人組手～”だ！」,"The title of the shoot is ""Big Tits Mescaline Young Lady Erena vs. Seeding Uncle ― 100 Sex Teams in Hell!"
,,,,
Erena.Debauchery2-8,エレナ,「沢山ハメられちゃいそう…エレナ怖いですっ♥」,「沢山ハメられちゃいそう…エレナ怖いですっ♥」,"I'm afraid I'm going to get fucked a lot...Erena, I'm scared."
,,,,
Erena.Debauchery2-9,監督,「本当に100人のエキストラに来てもらったからね、皆さん入ってきてください！」,「本当に100人のエキストラに来てもらったからね、皆さん入ってきてください！」,"We really did have 100 extras come in, so come on in, folks!"""
,Erena debauchery2-2,,,
Erena.Debauchery2-10,,そしてエレナは勃起した何人もの男に周りを囲まれる,そしてエレナは勃起した何人もの男に周りを囲まれる,And Erena is surrounded by several men with erections.
,,,,
Erena.Debauchery2-11,エレナ,「ひゃっ♥、おチンポがこんなにたくさんっ♥、恥ずかしいっ♥！」,「ひゃっ♥、おチンポがこんなにたくさんっ♥、恥ずかしいっ♥！」,"""Oh my God, there's so much cock, I'm so embarrassed!"""
,,,,
Erena.Debauchery2-12,監督,「そんなこと言って、エレナちゃん口からよだれ垂れてるよ？」,「そんなこと言って、エレナちゃん口からよだれ垂れてるよ？」,"Erena, you're drooling out of your mouth."
,,,,
Erena.Debauchery2-13,エレナ,「あっ、んうっ…お嬢様って設定なのにっ、ごめんなさい」,「あっ、んうっ…お嬢様って設定なのにっ、ごめんなさい」,"I'm sorry, I'm supposed to be a young lady."""
,,,,
Erena.Debauchery2-14,監督,「エレナちゃんも我慢できないみたいだし、撮影始めちゃおうか」,「エレナちゃんも我慢できないみたいだし、撮影始めちゃおうか」,"Erena can't resist, so let's start filming."""
,,,,
Erena.Debauchery2-15,監督,「じゃあエレナちゃん、撮影の意気込みを。100人相手にするの怖くない？」,「じゃあエレナちゃん、撮影の意気込みを。100人相手にするの怖くない？」,"Then, Erena, tell us about your enthusiasm for filming, aren't you afraid of dealing with a hundred people?"""
,,,,
Erena.Debauchery2-16,エレナ,「うう～ちょっと怖いですぅ♥、でもエレナ最後まで頑張りますっ♥」,「うう～ちょっと怖いですぅ♥、でもエレナ最後まで頑張りますっ♥」,"I'm a little scared, but Erena, I'm going to do my best until the end."
,,,,
Erena.Debauchery2-17,監督,「じゃあ一番槍は私が担当しようかな、よっと！」,「じゃあ一番槍は私が担当しようかな、よっと！」,Then I'll be in charge of the first spear.
,,,,
Erena.Debauchery2-18,Erena debauchery2-3,ズブッ！,ズブッ！,Zubu!
,,,,
Erena.Debauchery2-19,エレナ,「ひうっ♥、監督チンポきたっ♥♥！」,「ひうっ♥、監督チンポきたっ♥♥！」,"""Hiuuu♥♥, the director's dick is here!"""
,,,,
Erena.Debauchery2-20,監督,「エレナちゃんの弱い所は完全に把握してるからね、今日もイかせてあげるよっ」,「エレナちゃんの弱い所は完全に把握してるからね、今日もイかせてあげるよっ」,"I know your weak points perfectly well, so I will make you come again today."
,,,,
Erena.Debauchery2-21,,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,Erena debauchery2-4,,,
Erena.Debauchery2-22,エレナ,「お゛っ♥、お゛っ♥監督チンポ凄いっ♥！私の弱い所的確にえぐってくるっ♥」,「お゛っ♥、お゛っ♥監督チンポ凄いっ♥！私の弱い所的確にえぐってくるっ♥」,"""Oh, oh, oh, oh, the director's cock is so good! He's gouging my weak spot."
,,,,
Erena.Debauchery2-23,監督,「いい喘ぎ声だよ！プライベートで毎日おまんこ指導した成果が出てるよ！」,「いい喘ぎ声だよ！プライベートで毎日おまんこ指導した成果が出てるよ！」,"'Nice moaning, my dear! All that pussy coaching you do every day in private is paying off!"""
,Erena debauchery2-3,,,
Erena.Debauchery2-24,エレナ,「お゛おっ♥、私はっ、種付けおじさんなんかにっ♥、負けませんっ♥、お゛っ♥、イクッ♥」,「お゛おっ♥、私はっ、種付けおじさんなんかにっ♥、負けませんっ♥、お゛っ♥、イクッ♥」,"""Oh, I'm not going to let some seed―feeding man get the better of me."
,,,,
Erena.Debauchery2-25,監督,「エレナちゃんイクのはまだ我慢だよ～射精と同時に潮吹かなきゃ」,「エレナちゃんイクのはまだ我慢だよ～射精と同時に潮吹かなきゃ」,"Erena, you still have to cum ― you have to ejaculate and squirt at the same time."""
,,,,
Erena.Debauchery2-26,,パンッ、パンッ、パンッ、パンッ！,パンッ、パンッ、パンッ、パンッ！,"Pang, pang, pang, pang!"
,,,,
Erena.Debauchery2-27,エレナ,「ん゛っ♥、ん゛おっ♥ムリっ♥、監督チンポ良すぎてッ、簡単にイクッ♥！」,「ん゛っ♥、ん゛おっ♥ムリっ♥、監督チンポ良すぎてッ、簡単にイクッ♥！」,"""Oh, God, oh, God, I can't... the director's cock is too good... I cum so easily!"""
,,,,
Erena.Debauchery2-28,監督,「エレナちゃんは雑魚マンコ過ぎるね…そこがかわいいんだけど…」,「エレナちゃんは雑魚マンコ過ぎるね…そこがかわいいんだけど…」,"Erena, you're too much of a little pussy... and that's what makes you so cute..."""
,,,,
Erena.Debauchery2-29,,監督のチンポが深いストロークでエレナの膣奥をこすり上げる,監督のチンポが深いストロークでエレナの膣奥をこすり上げる,Director's cock rubs Erena's vaginal depths with deep strokes
,,,,
Erena.Debauchery2-30,エレナ,「お゛んっ♥、んあっ♥」,「お゛んっ♥、んあっ♥」,"""Oh, oh, oh, oh, oh!"""
,,,,
Erena.Debauchery2-31,監督,「ちょっと早いけどザーメン出すよ！射精と同時に絶頂して！」,「ちょっと早いけどザーメン出すよ！射精と同時に絶頂して！」,"I'm going to cum a little early! Climax as soon as you ejaculate!"""
,,,,
Erena.Debauchery2-32,エレナ,「お゛っ♥、わかりましたあっ♥、しゃせーでイきますっ♥！」,「お゛っ♥、わかりましたあっ♥、しゃせーでイきますっ♥！」,"""Oh, okay, I'm going to come in your ass!"""
,Erena debauchery2-5,,,
Erena.Debauchery2-33,,ドプッ、ビュルルルルッ！,ドプッ、ビュルルルルッ！,"Dop, burrrrrrrrrrrr!"
,,,,
Erena.Debauchery2-34,エレナ,「おほっ♥せいえきっ、どぴゅどぴゅ出されてっ♥イクッ♥」,「おほっ♥せいえきっ、どぴゅどぴゅ出されてっ♥イクッ♥」,"I'm getting so excited, I'm getting so excited, I'm getting so excited, I'm getting so excited."
,,,,
Erena.Debauchery2-35,,プシュッ、プシイイイイイッ,プシュッ、プシイイイイイッ,
,,,,
Erena.Debauchery2-36,エレナ,「ひっぎゅうううっ♥、お゛っ♥、お゛♥」,「ひっぎゅうううっ♥、お゛っ♥、お゛♥」,"""Hi―yooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooooo!"""
,,,,
Erena.Debauchery2-37,監督,「ふう、まずは一人目ってとこかな？エレナちゃん良いイキっぷりだったよ」,「ふう、まずは一人目ってとこかな？エレナちゃん良いイキっぷりだったよ」,"I'm just going to start with the first one. Erena was a good cummerbund."""
,Erena debauchery2-6,,,
Erena.Debauchery2-38,エレナ,「はあっ♥、はあっ♥、ありがとうございますっ♥」,「はあっ♥、はあっ♥、ありがとうございますっ♥」,Thank you very much.
,,,,
Erena.Debauchery2-39,監督,「じゃあ残り99人、撮影頑張ろうか！」,「じゃあ残り99人、撮影頑張ろうか！」,"Then let's go for the rest of the 99 and get to shooting!"""
,,,,
Erena.Debauchery2-40,エレナ,「はひっ♥、エレナ、種付けおじさんなんかに負けません！」,「はひっ♥、エレナ、種付けおじさんなんかに負けません！」,"Hahi ♥, Erena, I won't lose to your seeding uncle!"""
,,,,
Erena.Debauchery2-41,暗転,3時間後,3時間後,3 hours later
,,,,
Erena.Debauchery2-42,Erena debauchery2-7,ズルリとエレナの白濁液にまみれた膣内からチンポが引き抜かれる,ズルリとエレナの白濁液にまみれた膣内からチンポが引き抜かれる,Zuri and his cock is pulled out of Erena's slime―covered vagina.
,,,,
Erena.Debauchery2-43,エレナ,「あ゛っ♥、お゛っ♥、はあっ♥、はあっ♥」,「あ゛っ♥、お゛っ♥、はあっ♥、はあっ♥」,"""Aaahh ♥, aaahh ♥, aaahh ♥, aaahh ♥."""
,,,,
Erena.Debauchery2-44,監督,「ふう…これで撮影は終了です、皆さんご苦労様でした」,「ふう…これで撮影は終了です、皆さんご苦労様でした」,"""Well...that concludes the shoot, thank you all for your hard work."""
,,,,
Erena.Debauchery2-45,触手怪人,「お疲れ様です監督、どうですかなエレナ君の具合は？」,「お疲れ様です監督、どうですかなエレナ君の具合は？」,"Good evening, director, how is Erena doing?"
,,,,
Erena.Debauchery2-46,監督,「ええ、変態的な演技とエロスへの情熱はとても素晴らしい。ただ…」,「ええ、変態的な演技とエロスへの情熱はとても素晴らしい。ただ…」,"Yes, the kinky acting and the passion for eroticism is very impressive. Just..."""
,,,,
Erena.Debauchery2-47,触手怪人,「ただ…何かご不満でも？」,「ただ…何かご不満でも？」,"Just...something wrong with you?"""
,,,,
Erena.Debauchery2-48,監督,「この娘は少し性欲と体力が強すぎましてね…私の手に余るのです」,「この娘は少し性欲と体力が強すぎましてね…私の手に余るのです」,"This girl has a little too much sex drive and stamina for me to handle."""
,Erena debauchery2-8,,,
Erena.Debauchery2-49,エレナ,「えへへっ♥、おチンポっ♥、おチンポっ♥、もっとパコパコしてっ♥」,「えへへっ♥、おチンポっ♥、おチンポっ♥、もっとパコパコしてっ♥」,"""Eheheh ♥, cock ♥, cock ♥, more pussy pussy pussy ♥."""
,,,,
Erena.Debauchery2-50,,エレナは数時間セックスをしていたのにもかかわらず、腰を振り更にチンポを求める,エレナは数時間セックスをしていたのにもかかわらず、腰を振り更にチンポを求める,"Erena shakes her hips and asks for more cock, even though they've been having sex for a few hours!"
,,,,
Erena.Debauchery2-51,触手怪人,「ああ、なるほど…」,「ああ、なるほど…」,"Oh, I see..."""
,,,,
Erena.Debauchery2-52,監督,「100人に性欲を発散させてもこれですから…先生も飼うの大変だったでしょう？」,「100人に性欲を発散させてもこれですから…先生も飼うの大変だったでしょう？」,"""After having a hundred people vent their sexual desires on you, this is what you get...must have been hard for you to keep, doctor?"""
,,,,
Erena.Debauchery2-53,触手怪人,「そうですね…まあ、この撮影が終わったら私が引き取りましょう」,「そうですね…まあ、この撮影が終わったら私が引き取りましょう」,"'Yes...well, I'll take it back when this shoot is over.'"
,,,,
Erena.Debauchery2-54,エレナ,「へっ、へっ♥、チンポっ、マンコにぶち込んでっ♥」,「へっ、へっ♥、チンポっ、マンコにぶち込んでっ♥」,"Heh, heh, heh, cock in my pussy."
,,,,
Erena.Debauchery2-55,監督,「ご迷惑をおかけしました…どうです？ついでに今エレナちゃんを使って行っては」,「ご迷惑をおかけしました…どうです？ついでに今エレナちゃんを使って行っては」,"I apologize for the inconvenience... how about it? And while you're at it, why don't you go and use Erena-chan?"""
,,,,
Erena.Debauchery2-56,触手怪人,「そうしましょうか…久しぶりにエレナ君を可愛がりたくなりました」,「そうしましょうか…久しぶりにエレナ君を可愛がりたくなりました」,"Shall we do that...it's been a long time since I've had the urge to adore you, Erena."
,,,,
Erena.Debauchery2-57,エレナ,「あっ、ご主人様っ♥、おチンポ入れてくれるんですかっ♥？」,「あっ、ご主人様っ♥、おチンポ入れてくれるんですかっ♥？」,"""Oh, Master, will you put your cock in me?"
,,,,
Erena.Debauchery2-58,エレナ,「ありがとうございますっ♥、おチンポ物足りなかったのでっ♥」,「ありがとうございますっ♥、おチンポ物足りなかったのでっ♥」,"""Thank you very much, I didn't have enough cock."""
,,,,
Erena.Debauchery2-59,触手怪人,「やれやれ、まったく君の精力には呆れるばかりだな」,「やれやれ、まったく君の精力には呆れるばかりだな」,"Goodness, your vigor is absolutely mind―boggling."""
,,,,
Erena.Debauchery2-60,エレナ,「エレナを満足させてくれるのはご主人様だけですっ♥早くおチンポっ♥！」,「エレナを満足させてくれるのはご主人様だけですっ♥早くおチンポっ♥！」,Only the master can satisfy Erena.
,,,,
Erena.Debauchery2-61,,その後、エレナは触手怪人と残ったエキストラ達に一晩中ハメ続けられるのだった,その後、エレナは触手怪人と残ったエキストラ達に一晩中ハメ続けられるのだった,Erena was then fucked all night long by the tentacle monster and the remaining extras!
,,,,
Erena Core Scene,注釈,聖核シーン,聖核シーン,聖核シーン
Erena.Core1-1,戦闘背景　地下,財団の地下研究施設にて,財団の地下研究施設にて,At the Foundation's underground research facility
,,,,
Erena.Core1-2,エレナ(変身),「っ………ここはっ……？」,「っ………ここはっ……？」,"""What's ......... here ......?"""
,,,,
Erena.Core1-3,,部屋のスピーカーから声が響く,部屋のスピーカーから声が響く,Voices echo through the speakers in the room.
,,,,
Erena.Core1-4,研究員(立ち絵無し),「お前にはこれから対怪人の戦闘実験をしてもらう」,「お前にはこれから対怪人の戦闘実験をしてもらう」,You are now going to be tested in combat against monsters.
,,,,
Erena.Core1-5,エレナ,「戦闘実験…？この私相手に？」,「戦闘実験…？この私相手に？」,"""Combat experiment...? Against me?"
,,,,
Erena.Core1-6,研究員,「見ればわかる。お前の相手はコイツだ」,「見ればわかる。お前の相手はコイツだ」,"I know it when I see it. You're dealing with this guy."""
,,,,
Erena.Core1-7,,そして隔壁が開き扉の向こうから巨大な触手の怪物が現れる,そして隔壁が開き扉の向こうから巨大な触手の怪物が現れる,Then the bulkhead opens and a giant tentacle monster appears from behind the door.
,,,,
Erena.Core1-8,触手怪獣,ズルッ…ズルッ！,ズルッ…ズルッ！,Zulu...zulu!
,,,,
Erena.Core1-9,エレナ,「……っ！、なるほど…通常の怪人とはわけが違いますね」,「……っ！、なるほど…通常の怪人とはわけが違いますね」,"""......! I see... he's different from ordinary monsters, isn't he?"
,,,,
Erena.Core1-10,研究員,「じゃあ健闘を祈るぜ、コイツ相手にどこまで戦えるかな？」,「じゃあ健闘を祈るぜ、コイツ相手にどこまで戦えるかな？」,"Well, good luck, and let's see how far you get against this guy."""
,,,,
Erena.Core1-11,触手怪獣,キシャアアアアアッッ！！！,キシャアアアアアッッ！！！,Kishaaaaaaaaaaaaaaaa!!!
,,,,
Erena.Core1-12,エレナ,「…………確かに強力な怪人なようですが…」,「…………確かに強力な怪人なようですが…」,"............ certainly sounds like a powerful monster..."""
,,,,
Erena.Core1-13,エレナ,「―――――最強クラスの聖核戦姫である私の実力を舐めすぎではないでしょうか？」,「―――――最強クラスの聖核戦姫である私の実力を舐めすぎではないでしょうか？」,"―――――I think you're licking my strength as one of the most powerful Seikaku Princesses."""
,,,,
Erena.Core1-14,エレナ,「私に変身を許したことを後悔するでしょう…この怪物を倒せばアジトごと制圧できるのですから」,「私に変身を許したことを後悔するでしょう…この怪物を倒せばアジトごと制圧できるのですから」,"""You will regret that you allowed me to transform... because if you defeat this monster, you will control the entire hideout."
,,,,
Erena.Core1-15,エレナ,「この程度の怪人…一瞬で葬ります！」,「この程度の怪人…一瞬で葬ります！」,"A monster of this caliber...I'll bury him in an instant!"""
,暗転,,,
Erena.Core1-16,,―――――3分後,―――――3分後,―――――3 minutes later
,Erena core 1-1,,,
Erena.Core1-17,エレナ,「んん～～～っっ！！！んんっ！！！」,「んん～～～っっ！！！んんっ！！！」,"Nn~~! Nn~~~!!!"""
,,,,
Erena.Core1-18,,エレナは無数の触手にからめとられ、頭から丸呑みされつつあった,エレナは無数の触手にからめとられ、頭から丸呑みされつつあった,Erena was entangled in countless tentacles and was being swallowed head first!
,,,,
Erena.Core1-19,エレナ,「んっ！、んん～～っ！！！」,「んっ！、んん～～っ！！！」,"Mmm..."" Mmm~~!"""
,,,,
Erena.Core1-20,,エレナは必死に抵抗し引きはがそうとするが、その手は粘液で滑ってしまう,エレナは必死に抵抗し引きはがそうとするが、その手は粘液で滑ってしまう,"Erena desperately tries to pull it off, but her hand slips on the mucus."
,Erena core 1-2,,,
Erena.Core1-21,エレナ,(ぐうっ！、誤算ですッ！…これほどまでに強力な怪人だったとはっ！),(ぐうっ！、誤算ですッ！…これほどまでに強力な怪人だったとはっ！),(Ugh! I've miscalculated! I didn't know he was such a powerful monster!)
,,,,
Erena.Core1-22,,(何とか逃げないとっ！、これでは倒すどころか…！),(何とか逃げないとっ！、これでは倒すどころか…！),(We have to escape somehow! We can't just beat them with this...!)
,,,,
Erena.Core1-23,,最悪の未来を想像し、悪寒がエレナに走る,最悪の未来を想像し、悪寒がエレナに走る,A chill runs through Erena as she imagines the worst future.
,,,,
Erena.Core1-24,,(うううっ！このっ！離れなさいっ！),(うううっ！このっ！離れなさいっ！),(Ugh! Get off of me! Get off of me!)
,,,,
Erena.Core1-25,,エレナは引きはがそうと全力で暴れまわるが―――――,エレナは引きはがそうと全力で暴れまわるが―――――,"Erena does her best to pull it off, but ―――――"
,Erena core 1-3,,,
Erena.Core1-26,,ズルッ！、ゴキュッ！、ズルルッ！,ズルッ！、ゴキュッ！、ズルルッ！,Zulu! Gokyuu! Zurulu!
,,,,
Erena.Core1-27,エレナ,「んん～～～っっ！！？！」,「んん～～～っっ！！？！」,"Nn~~~!"""
,,,,
Erena.Core1-28,,エレナは蛇が獲物を丸呑みする時のように、更に奥深くへ飲み込まれてしまう,エレナは蛇が獲物を丸呑みする時のように、更に奥深くへ飲み込まれてしまう,"Erena is swallowed deeper and deeper, like a snake swallowing its prey."
,Erena core 1-4,,,
Erena.Core1-29,エレナ,(っ、ま…まずいですっ！全身が飲み込まれてっ！手が動かせないっ！),(っ、ま…まずいですっ！全身が飲み込まれてっ！手が動かせないっ！),"(Oh, no, it's not good! My whole body is swallowed up! I can't move my hands!)"
,,,,
Erena.Core1-30,,(まだ足は外に出ているようですがっ…これでは脱出は…),(まだ足は外に出ているようですがっ…これでは脱出は…),(The legs still seem to be outside... but this is no way to escape...)
,,,,
Erena.Core1-31,,(いえ、諦めてはいけませんっ！冷静に！今できることを―――――っ！),(いえ、諦めてはいけませんっ！冷静に！今できることを―――――っ！),"(No, don't give up! Stay calm! Do what you can now: ―――――!)"
,,,,
Erena.Core1-32,,ゴキュッ、ズルルッ！ゴキュッ！,ゴキュッ、ズルルッ！ゴキュッ！,"Gokyuk, zurulu! Gokyukku!"
,,,,
Erena.Core1-33,,エレナを包む肉は収縮し、エレナをさらに奥へ飲み込もうとする,エレナを包む肉は収縮し、エレナをさらに奥へ飲み込もうとする,"The flesh surrounding Erena contracts, trying to swallow her even deeper."
,,,,
Erena.Core1-34,エレナ,(ぐっ、待ちなさいっ！―――――そんなっ、この私がっ！？),(ぐっ、待ちなさいっ！―――――そんなっ、この私がっ！？),"(Wait, wait! ――――― you son of a bitch!)"
,,,,
Erena.Core1-35,,エレナはなすすべなく、捕食された小動物のように怪人の奥深くへと運ばれていくのだった,エレナはなすすべなく、捕食された小動物のように怪人の奥深くへと運ばれていくのだった,"Erena was helpless, and like a small predatory animal, she was carried deep into the depths of the monster."
,暗転,,,
Erena.Core1-36,,―――――数時間後,―――――数時間後,――――― a few hours later
,Erena core 1-5,,,
Erena.Core1-37,エレナ,(はあっ、はあっ、一体どれだけ飲み込まれたのでしょう…！？),(はあっ、はあっ、一体どれだけ飲み込まれたのでしょう…！？),"(Ha, ha, how much of it was swallowed...!)"
,,,,
Erena.Core1-38,,エレナは蠕動運動により怪人の消化管の奥深くへ飲み込まれていた,エレナは蠕動運動により怪人の消化管の奥深くへ飲み込まれていた,Erena was swallowed by peristalsis deep into the monster's digestive tract.
,,,,
Erena.Core1-39,エレナ,(聖核エネルギーを使って何とか生命維持は出来ていますが…っ),(聖核エネルギーを使って何とか生命維持は出来ていますが…っ),"(We have managed to sustain life using Seikaku energy, but...)"
,,,,
Erena.Core1-40,,(体が重いっ…全身に力を加えられて…指先を動かすので精一杯ですっ),(体が重いっ…全身に力を加えられて…指先を動かすので精一杯ですっ),(My body is so heavy... my whole body is being compressed... it's all I can do to move my fingertips...)
,Erena core 1-6,,,
Erena.Core1-41,,エレナは脱出方法を考え何度も思考をめぐらすが、圧倒的な力の前に突破口を見出すことすらかなわない,エレナは脱出方法を考え何度も思考をめぐらすが、圧倒的な力の前に突破口を見出すことすらかなわない,"Erena's mind wanders over and over again, trying to think of a way out, but she cannot even find a way to break through the overwhelming force."
,,,,
Erena.Core1-42,,(！…想像以上に聖核エネルギーの消費が早いですね…),(！…想像以上に聖核エネルギーの消費が早いですね…),(! ...You are consuming the Seikaku energy faster than I imagined...)
,,,,
Erena.Core1-43,,(やはり…考えたくなかったですが…まさかこの怪人、私の聖核エネルギーを吸収しているっ…！？),(やはり…考えたくなかったですが…まさかこの怪人、私の聖核エネルギーを吸収しているっ…！？),(I knew it...I didn't want to think about it...but...this monster is absorbing my Seikaku energy...!)
,,,,
Erena.Core1-44,,(まずい…このままだと聖核戦姫の状態が維持できないっ……！),(まずい…このままだと聖核戦姫の状態が維持できないっ……！),(Oh no...we can't keep the Seikaku Princess in this state. ......!)
,,,,
Erena.Core1-45,,(変身が維持できるうちにこの状況を打開しなくては―――――),(変身が維持できるうちにこの状況を打開しなくては―――――),(We need to get out of this situation while we can maintain our transformation: ―――――)
,,,,
Erena.Core1-46,Erena core 1-7,バチッ、パシュウウウウウウウッ！,バチッ、パシュウウウウウウウッ！,"Bach, pashuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuu!"
,,,,
Erena.Core1-47,エレナ,「ん゛ん～～～っ！！？！」,「ん゛ん～～～っ！！？！」,"""Nnnnnn~!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
,,,,
Erena.Core1-48,,エレナの体から黄色い光が溢れ、変身が解除される,エレナの体から黄色い光が溢れ、変身が解除される,Yellow light floods from Erena's body and the transformation is released.
,,,,
Erena.Core1-49,エレナ,(なっ…もう変身がっ！),(なっ…もう変身がっ！),(What... transformation already!)
,,,,
Erena.Core1-50,Erena core 1-8,聖核戦姫の力を失ったエレナの体に直に怪人の肉の圧力が襲い掛かる,聖核戦姫の力を失ったエレナの体に直に怪人の肉の圧力が襲い掛かる,The pressure of the monster's flesh attacks Erena's body directly after she loses the power of the Seikaku Princess.
,,,,
Erena.Core1-51,エレナ,(ぐううっ！そんなっ♥！),(ぐううっ！そんなっ♥！),(Ugh! You're a bastard!)
,,,,
Erena.Core1-52,,(体が全身圧迫されてっ…♥、指一本動かせませんっ♥),(体が全身圧迫されてっ…♥、指一本動かせませんっ♥),"(My whole body is compressed...♥, I can't move a single finger!)"
,,,,
Erena.Core1-53,,(っ♥……ここまでですかっ……♥),(っ♥……ここまでですかっ……♥),(♥♥...... so far! ......♥)
,,,,
Erena.Core1-54,Erena core 1-9,その瞬間、怪人の肉壁から生暖かい粘液が噴きだし、エレナの全身に纏わりつく,その瞬間、怪人の肉壁から生暖かい粘液が噴きだし、エレナの全身に纏わりつく,"At that moment, warm mucus spurts out from the monster's walls and clings to Erena's entire body."
,,,,
Erena.Core1-55,エレナ,(ひあっ♥、な、何ですかっ♥),(ひあっ♥、な、何ですかっ♥),"(Oh, my God, what is that?)"
,,,,
Erena.Core1-56,,(ま、まさかこれは…消化液！？),(ま、まさかこれは…消化液！？),"(No way, this is... digestive juices!)"
,,,,
Erena.Core1-57,,(私の体も溶かして…吸収しようとしている…！？),(私の体も溶かして…吸収しようとしている…！？),(They are trying to melt my body too... and absorb it...!)
,,,,
Erena.Core1-58,,(い、嫌ですっ！、この私がっ！こんな惨めな最期なんてっ♥！),(い、嫌ですっ！、この私がっ！こんな惨めな最期なんてっ♥！),"(No, I don't want to! (No, no, no, no, no! Such a miserable end!)"
,,,,
Erena.Core1-59,,肉壁の蠕動運動と消化液により、エレナは消化されながら更に奥へと運ばれる,肉壁の蠕動運動と消化液により、エレナは消化されながら更に奥へと運ばれる,The peristalsis of the wall and the digestive juices carry Erena further into the body as she is digested.
,,,,
Erena.Core1-60,,(そんなっ…いやあっ…),(そんなっ…いやあっ…),(Oh no... no...)
,,,,
